CVE,CVSS3,EPSS,EPSS Percentile,Description,Vendor,Product
CVE-2024-0769,5.3,0.68921,0.98569,D-Link DIR-859 routers contain a path traversal vulnerability in the file /hedwig.cgi of the component HTTP POST Request Handler. Manipulation of the argument service with the input ../../../../htdocs/webinc/getcfg/DHCPS6.BRIDGE-1.xml allows for the leakage of session data potentially enabling privilege escalation and unauthorized control of the device. This vulnerability affects legacy D-Link products. All associated hardware revisions have reached their end-of-life (EOL) or end-of-service (EOS) life cycle and should be retired and replaced per vendor instructions.,D-Link,DIR-859 Router
CVE-2024-54085,9.8,0.10474,0.93003,"AMI MegaRAC SPx contains an authentication bypass by spoofing vulnerability in the Redfish Host Interface. A successful exploitation of this vulnerability may lead to a loss of confidentiality, integrity, and/or availability.",AMI,MegaRAC SPx
CVE-2023-0386,7.8,0.59949,0.9819,"Linux Kernel contains an improper ownership management vulnerability, where unauthorized access to the execution of the setuid file with capabilities was found in the Linux kernel’s OverlayFS subsystem in how a user copies a capable file from a nosuid mount into another mount. This uid mapping bug allows a local user to escalate their privileges on the system.",Linux,Kernel
CVE-2023-33538,8.8,0.9132,0.99633,"TP-Link TL-WR940N V2/V4, TL-WR841N V8/V10, and TL-WR740N V1/V2 contain a command injection vulnerability via the component /userRpm/WlanNetworkRpm. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.",TP-Link,Multiple Routers
CVE-2025-43200,4.2,0.00323,0.54893,"Apple iOS, iPadOS, macOS, watchOS, and visionOS, contain an unspecified vulnerability when processing a maliciously crafted photo or video shared via an iCloud Link.",Apple,Multiple Products
CVE-2025-33053,8.8,0.29537,0.96453,Microsoft Windows contains an external control of file name or path vulnerability that could allow an attacker to execute code from a remote WebDAV location specified by the WorkingDirectory attribute of Internet Shortcut files.,Microsoft,Windows
CVE-2025-24016,9.9,0.93403,0.99804,Wazuh contains a deserialization of untrusted data vulnerability that allows for remote code execution on Wazuh servers.,Wazuh,Wazuh Server
CVE-2024-42009,9.3,0.90439,0.99584,RoundCube Webmail contains a cross-site scripting vulnerability. This vulnerability could allow a remote attacker to steal and send emails of a victim via a crafted e-mail message that abuses a Desanitization issue in message_body() in program/actions/mail/show.php.,Roundcube,Webmail
CVE-2025-32433,10.0,0.43921,0.97411,"Erlang Erlang/OTP SSH server contains a missing authentication for critical function vulnerability. This could allow an attacker to execute arbitrary commands without valid credentials, potentially leading to unauthenticated remote code execution (RCE). By exploiting a flaw in how SSH protocol messages are handled, a malicious actor could gain unauthorized access to affected systems. This vulnerability could affect various products that implement Erlang/OTP SSH server, including—but not limited to—Cisco, NetApp, and SUSE.",Erlang,Erlang/OTP
CVE-2025-5419,8.8,0.01353,0.79697,"Google Chromium V8 contains an out-of-bounds read and write vulnerability that could allow a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2025-21479,8.6,0.00083,0.24714,Multiple Qualcomm chipsets contain an incorrect authorization vulnerability. This vulnerability allows for memory corruption due to unauthorized command execution in GPU micronode while executing specific sequence of commands.,Qualcomm,Multiple Chipsets
CVE-2025-21480,8.6,0.01176,0.78271,Multiple Qualcomm chipsets contain an incorrect authorization vulnerability. This vulnerability allows for memory corruption due to unauthorized command execution in GPU micronode while executing specific sequence of commands.,Qualcomm,Multiple Chipsets
CVE-2025-27038,7.5,0.01071,0.77273,Multiple Qualcomm chipsets contain a use-after-free vulnerability. This vulnerability allows for memory corruption while rendering graphics using Adreno GPU drivers in Chrome.,Qualcomm,Multiple Chipsets
CVE-2021-32030,9.8,0.94215,0.99918,ASUS Lyra Mini and ASUS GT-AC2900 devices contain an improper authentication vulnerability that allows an attacker to gain unauthorized access to the administrative interface. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.,ASUS,Routers
CVE-2025-3935,8.1,0.12304,0.93632,"ConnectWise ScreenConnect contains an improper authentication vulnerability. This vulnerability could allow a ViewState code injection attack, which could allow remote code execution if machine keys are compromised.",ConnectWise,ScreenConnect
CVE-2025-35939,5.3,0.16709,0.94719,"Craft CMS contains an external control of assumed-immutable web parameter vulnerability. This vulnerability could allow an unauthenticated client to introduce arbitrary values, such as PHP code, to a known local file location on the server. This vulnerability could be chained with CVE-2024-58136 as represented by CVE-2025-32432.",Craft CMS,Craft CMS
CVE-2024-56145,9.8,0.93703,0.99836,Craft CMS contains a code injection vulnerability. Users with affected versions are vulnerable to remote code execution if their php.ini configuration has `register_argc_argv` enabled.,Craft CMS,Craft CMS
CVE-2023-39780,8.8,0.44173,0.97426,"ASUS RT-AX55 devices contain an OS command injection vulnerability that could allow a remote, authenticated attacker to execute arbitrary commands. As represented by CVE-2023-41346.",ASUS,RT-AX55 Routers
CVE-2025-4632,9.8,0.41169,0.97259,Samsung MagicINFO 9 Server contains a path traversal vulnerability that allows an attacker to write arbitrary file as system authority.,Samsung,MagicINFO 9 Server
CVE-2023-38950,7.5,0.80791,0.99105,ZKTeco BioTime contains a path traversal vulnerability in the iclock API that allows an unauthenticated attacker to read arbitrary files via supplying a crafted payload.,ZKTeco,BioTime
CVE-2024-27443,6.1,0.34676,0.9687,"Zimbra Collaboration contains a cross-site scripting (XSS) vulnerability in the CalendarInvite feature of the Zimbra webmail classic user interface. An attacker can exploit this vulnerability via an email message containing a crafted calendar header, leading to the execution of arbitrary JavaScript code.",Synacor,Zimbra Collaboration Suite (ZCS)
CVE-2025-27920,7.2,0.46075,0.97526,"Srimax Output Messenger contains a directory traversal vulnerability that allows an attacker to access sensitive files outside the intended directory, potentially leading to configuration leakage or arbitrary file access.",Srimax,Output Messenger
CVE-2024-11182,6.1,0.11885,0.93509,MDaemon Email Server contains a cross-site scripting (XSS) vulnerability that allows a remote attacker to load arbitrary JavaScript code via an HTML e-mail message.,MDaemon,Email Server
CVE-2025-4428,7.2,0.56853,0.98041,"Ivanti Endpoint Manager Mobile (EPMM) contains a code injection vulnerability in the API component that allows an authenticated attacker to remotely execute arbitrary code via crafted API requests. This vulnerability results from an insecure implementation of the Hibernate Validator open-source library, as represented by CVE-2025-35036.",Ivanti,Endpoint Manager Mobile (EPMM)
CVE-2025-4427,5.3,0.91401,0.99639,Ivanti Endpoint Manager Mobile (EPMM) contains an authentication bypass vulnerability in the API component that allows an attacker to access protected resources without proper credentials via crafted API requests. This vulnerability results from an insecure implementation of the Spring Framework open-source library.,Ivanti,Endpoint Manager Mobile (EPMM)
CVE-2025-42999,9.1,0.41001,0.97251,"SAP NetWeaver Visual Composer Metadata Uploader contains a deserialization vulnerability that allows a privileged attacker to compromise the confidentiality, integrity, and availability of the host system by deserializing untrusted or malicious content.",SAP,NetWeaver
CVE-2024-12987,7.3,0.81091,0.99119,"DrayTek Vigor2960, Vigor300B, and Vigor3900 routers contain an OS command injection vulnerability due to an unknown function of the file /cgi-bin/mainfunction.cgi/apmcfgupload of the component web management interface.",DrayTek,Vigor Routers
CVE-2025-32756,9.8,0.30472,0.96545,"Fortinet FortiFone, FortiVoice, FortiNDR and FortiMail contain a stack-based overflow vulnerability that may allow a remote unauthenticated attacker to execute arbitrary code or commands via crafted HTTP requests.",Fortinet,Multiple Products
CVE-2025-32709,7.8,0.01137,0.77926,Microsoft Windows Ancillary Function Driver for WinSock contains a use-after-free vulnerability that allows an authorized attacker to escalate privileges to administrator.,Microsoft,Windows
CVE-2025-30397,7.5,0.21265,0.95493,Microsoft Windows Scripting Engine contains a type confusion vulnerability that allows an unauthorized attacker to execute code over a network via a specially crafted URL.,Microsoft,Windows
CVE-2025-32706,7.8,0.013,0.79289,Microsoft Windows Common Log File System (CLFS) Driver contains a heap-based buffer overflow vulnerability that allows an authorized attacker to elevate privileges locally.,Microsoft,Windows
CVE-2025-32701,7.8,0.01544,0.80962,Microsoft Windows Common Log File System (CLFS) Driver contains a use-after-free vulnerability that allows an authorized attacker to elevate privileges locally.,Microsoft,Windows
CVE-2025-30400,7.8,0.01126,0.77817,Microsoft Windows DWM Core Library contains a use-after-free vulnerability that allows an authorized attacker to elevate privileges locally.,Microsoft,Windows
CVE-2025-47729,1.9,0.02152,0.83795,TeleMessage TM SGNL contains a hidden functionality vulnerability in which the archiving backend holds cleartext copies of messages from TM SGNL application users.,TeleMessage,TM SGNL
CVE-2024-11120,9.8,0.66138,0.98454,"Multiple GeoVision devices contain an OS command injection vulnerability that allows a remote, unauthenticated attacker to inject and execute arbitrary system commands. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.",GeoVision,Multiple Devices
